document_title	date	issue_name_from_titles	cluster_id	category
구역 지정 1년만에 사업시행인가… ‘총알 탄’ 영등포 정비사업	20250831	지역개발 및 인프라 투자 확대	45	경제 일반
호반건설, 1천336억 규모 서울 신월동 가로주택정비사업 수주	20250831	지역개발 및 인프라 투자 확대	45	경제 일반
항만 중대재해 막는다…해수부, 안전점검 착수	20250831	지역개발 및 인프라 투자 확대	45	경제 일반
해수부, 추석 앞두고 항만건설현장 대금지급 실태 점검	20250831	지역개발 및 인프라 투자 확대	45	경제 일반
부산시, 정부 예산안에 핵심사업 대거 반영…가덕도신공항 6890억 확보	20250831	지역개발 및 인프라 투자 확대	45	경제 일반
군산조선소 보조금 종료 임박…‘부분 가동’-‘전면 가동’ 갈림길	20250831	지역개발 및 인프라 투자 확대	45	경제 일반
“서울 아파트 주담대 평균 3억…강남구가 4.8억으로 가장 높아”	20250831	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
“1만원 제육덮밥 8000원에 먹나”…정부 '직장인 점심값 지원' 시끌	20250831	복지 및 생활비 지원 정책 확대	34	경제 일반
대중교통 사실상 무제한…‘혜자’ 교통패스 나온다	20250831	복지 및 생활비 지원 정책 확대	34	경제 일반
"""2029년 아동수당 11세까지 확대…K-패스 가입자 500만 달성"""	20250831	복지 및 생활비 지원 정책 확대	34	경제 일반
1일부터 예보한도 1억원 제2금융권 예적금도 적용	20250831	예금자보호한도 상향 및 가계대출 증가	24	경제 일반
이달 가계대출 4조 원대 증가…후속 규제 가능성	20250831	예금자보호한도 상향 및 가계대출 증가	24	경제 일반
상반기 5대 은행 1인당 2억원 벌었다…1년새 27% 뛰어	20250831	예금자보호한도 상향 및 가계대출 증가	24	경제 일반
'이자장사' 지적에도 커지는 예대금리차…KB, 공시이래 최대	20250831	예금자보호한도 상향 및 가계대출 증가	24	경제 일반
이달 가계대출 4조원대 증가…6·27 대책 후속 규제 가능성	20250831	예금자보호한도 상향 및 가계대출 증가	24	경제 일반
9월부터 예보한도 1억원으로 상향…금융권 ‘머니무브’ 촉각	20250831	예금자보호한도 상향 및 가계대출 증가	24	경제 일반
내일부터 예보한도 1억으로…2금융권으로 자금 이동할까 촉각	20250831	예금자보호한도 상향 및 가계대출 증가	24	경제 일반
대출 금리는 그대로인데…예금 금리는 '3년 만' 최저, 왜	20250831	예금자보호한도 상향 및 가계대출 증가	24	경제 일반
내일부터 예금자보호한도 1억 원으로…자금이동 ‘촉각’	20250831	예금자보호한도 상향 및 가계대출 증가	24	경제 일반
급발진·맨홀추락 막고, 피싱도 차단…내년 예산 이렇게 쓴다	20250831	복지 및 생활비 지원 정책 확대	34	경제 일반
식품과 주방기기 한자리에	20250831	K-라이프스타일 트렌드 (홍보 클러스터)	15	경제 일반
와인 둘러보는 참관객	20250831	K-라이프스타일 트렌드 (홍보 클러스터)	15	경제 일반
K-푸드페스타 2025	20250831	K-라이프스타일 트렌드 (홍보 클러스터)	15	경제 일반
맛있는 K-푸드	20250831	K-라이프스타일 트렌드 (홍보 클러스터)	15	경제 일반
국내 와인 지도	20250831	K-라이프스타일 트렌드 (홍보 클러스터)	15	경제 일반
李 대통령 지적에 공무원 임금 9년 만에 최대 인상… 공직 '엑소더스' 줄어들까	20250831	복지 및 생활비 지원 정책 확대	34	경제 일반
4.5일제 장려금·농어촌 기본소득… 지역화폐 24조원어치 발행 지원 [2026년 예산안]	20250831	복지 및 생활비 지원 정책 확대	34	경제 일반
中 열병식에 북·중·러 정상 나란히…'新 양극체제' 강화하나	20250831	한미 관세 협상 및 대미 투자	17	경제 일반
‘온플법 제정 난항’에…배달앱 사회적 대화기구 확대 개편	20250831	한미 관세 협상 및 대미 투자	17	경제 일반
툭 던진 ‘126% 폭탄’…서민들만 힘들어졌다고?	20250831	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
"두산에너빌 ""APEC 에너지 관계자, 자사 원자력 역량 직접 확인"""	20250831	에너지 전환 및 재생에너지 정책 변화	36	경제 일반
"전문가 60% ""에너지정책, 산업부에 둬야"""	20250831	에너지 전환 및 재생에너지 정책 변화	36	경제 일반
"에너지정책실 환경부 이관 '전원 반대'…""주택 전기료 인상 불가피"""	20250831	에너지 전환 및 재생에너지 정책 변화	36	경제 일반
내년 근소세 비중 더 커져 … 월급쟁이만 봉	20250831	확장재정과 국가채무 증가	35	경제 일반
AI·R&D 투자 초점 ‘728조 슈퍼예산’… 나랏빚 대책은 안 보여 [2026년 예산안]	20250831	확장재정과 국가채무 증가	35	경제 일반
ODA·경상비 싹둑… 27조원 사상 최대 ‘지출 구조조정’ [2026년 예산안]	20250831	확장재정과 국가채무 증가	35	경제 일반
‘어쩔 수 없다’ 역대급 확장 재정...교육교부금 등 정치적 결단은 없었다	20250831	확장재정과 국가채무 증가	35	경제 일반
전 정부 감세정책 여파…내년 조세부담률 ‘제자리걸음’	20250831	확장재정과 국가채무 증가	35	경제 일반
깍지 끼고 악수도 하는 로봇 ‘알렉스’…0.3mm 오차 정밀작업도 가능[테크챗]	20250831	자동차 산업 혁신 및 전기차 시장 동향	14	경제 일반
[단독] 에콰도르産 타스만 '픽업 천국' 남미 노린다	20250831	자동차 산업 혁신 및 전기차 시장 동향	14	경제 일반
K배터리 3사, 북미 재생에너지 공략 '속도'	20250831	자동차 산업 혁신 및 전기차 시장 동향	14	경제 일반
미국 전기차 보조금 종료 한달 앞으로…K-배터리, ESS 시장 우회 공략 나서	20250831	자동차 산업 혁신 및 전기차 시장 동향	14	경제 일반
점유율 1% 붕괴·노란봉투법 통과…한국GM, 국내 철수설  현실화되나	20250831	자동차 산업 혁신 및 전기차 시장 동향	14	경제 일반
아이오닉6 탑재한 이 기술, 울렁꿀렁 '전기차 멀미' 잡는다 [주말車담]	20250831	자동차 산업 혁신 및 전기차 시장 동향	14	경제 일반
미국 전기차 보조금 종료 한 달 앞…K-배터리, 막판 대응 분주	20250831	자동차 산업 혁신 및 전기차 시장 동향	14	경제 일반
현대차 신형 넥쏘, 석 달간 약 7천대 계약…연간 1만대 회복하나	20250831	자동차 산업 혁신 및 전기차 시장 동향	14	경제 일반
출혈 경쟁으로 실적 급브레이크 걸린 중국車	20250831	자동차 산업 혁신 및 전기차 시장 동향	14	경제 일반
APEC 참석 각국 에너지 당국자, 두산에너빌리티 창원 본사 방문	20250831	에너지 전환 및 재생에너지 정책 변화	36	경제 일반
트럼프, '해상풍력 죽이기' 가속…연방자금 9천450억원 취소	20250831	에너지 전환 및 재생에너지 정책 변화	36	경제 일반
"이억원 ""가상자산, 내재적 가치 없어""…기존 정부 입장 재확인"	20250831	스테이블코인 규제 및 제도화 논의	4	경제 일반
소형 발전소 17만 곳인데 전기위 직원 9명…“독립성 높여야”	20250831	에너지 전환 및 재생에너지 정책 변화	36	경제 일반
강원 폭염·가뭄 여파, 감자값 고공행진	20250831	기후플레이션	46	경제 일반
[게시판] 무역위, '대학생 무역구제제도 논문발표' 참가자 모집	20250831	청년 창업 및 일자리 지원 (홍보 클러스터)	49	경제 일반
매경 ‘농식품AI아카데미’ 7기 개강...“9일부터 노코드 AI 교육”	20250831	청년 창업 및 일자리 지원 (홍보 클러스터)	49	경제 일반
"KB카드, 소상공인 무이자할부 확대… ""포용금융 실천"""	20250831	상생페이백 및 금융지원 확대	7	경제 일반
"""쿠팡 기프트카드, 카카오톡 선물하기 가능"""	20250831	상생페이백 및 금융지원 확대	7	경제 일반
카카오 사법 리스크에 카뱅 대주주 자격 흔들...스테이블코인 신사업도 제동	20250831	상생페이백 및 금융지원 확대	7	경제 일반
쿠팡 기프트카드, '카카오톡 선물하기' 입점…B2B 판매도 확대	20250831	상생페이백 및 금융지원 확대	7	경제 일반
‘김앤장 대리’ 공정위 상대 행정소송, 승률 20% 못 미쳐	20250831	주주환원 및 기업지배구조 개편	27	경제 일반
SRF 열병합발전 법인, '사업 불허' 영광군 상대 민사소송서 패소	20250831	주주환원 및 기업지배구조 개편	27	경제 일반
공정위 제재 불복소송 최다승은 김앤장…승률은 2할 못 미쳐	20250831	주주환원 및 기업지배구조 개편	27	경제 일반
'SM 주가조작' 구형에...‘OEM 펀드‘ 자금줄 고려아연 출자 의혹 재점화	20250831	주주환원 및 기업지배구조 개편	27	경제 일반
'횡령·배임' 징역형 구본성 아워홈 전 부회장, 대법에 상고	20250831	주주환원 및 기업지배구조 개편	27	경제 일반
‘230조원 돌파’ ETF 시장…업계 1위 삼성운용 ‘거래대금 독주 체제’는 약화	20250831	기준금리 동결 및 금리 인하 기대감	39	경제 일반
40년 후 우리나라 재정 전망은…美 고용지표에 촉각[한동훈의 위클리전망대]	20250831	기준금리 동결 및 금리 인하 기대감	39	경제 일반
항소심서도 '위법' 美 상호관세…'보수우위' 대법원, 트럼프 손 들어줄까[이상은의 워싱턴나우]	20250831	트럼프 관세 정책 및 국제 무역 갈등	23	경제 일반
“트럼프 상호관세는 불법”...항소법원서도 위법 판결, ‘보수우위’ 대법원 판단은	20250831	트럼프 관세 정책 및 국제 무역 갈등	23	경제 일반
"美무역대표 ""법원 판결과 상관없이 무역 파트너들과 협상 지속"""	20250831	트럼프 관세 정책 및 국제 무역 갈등	23	경제 일반
교육교부금 '곳간'엔 손 안 대고…나랏빚 급증 부르는 확장재정	20250831	확장재정과 국가채무 증가	35	경제 일반
"""5층은 시원한데 왜 6층은 찜통이냐""…정부의 '폭염 불평등' [김익환의 부처 핸즈업]"	20250831	확장재정과 국가채무 증가	35	경제 일반
고용노동 예산 37.6조 역대 최대, 안전한 일터 등에 투자	20250831	확장재정과 국가채무 증가	35	경제 일반
"의무지출 5년 새 100조↑… ""구조 못 바꾸면 재정 건전성에도 부담"""	20250831	확장재정과 국가채무 증가	35	경제 일반
국내외 기관 “한국 경제 내년 1.8%·내후년 2% 성장”	20250831	저성장 지속 및 성장률 전망 변화	38	경제 일반
한국 경제 반등하나…“내년 1.8%, 내후년 2% 성장” 전망	20250831	저성장 지속 및 성장률 전망 변화	38	경제 일반
한국경제 바닥찍었나…“내년 1.8%·내후년 2% 성장”	20250831	저성장 지속 및 성장률 전망 변화	38	경제 일반
[단독] 이억원 금융위원장 후보자, 해외 파견때마다 재건축 투자…실거주 안해 '갭투기' 의혹	20250831	금융 감독 및 공정 경제 개편	18	경제 일반
이억원 “6·27 대책 효과적...필요시 추가방안 즉각 시행”	20250831	금융 감독 및 공정 경제 개편	18	경제 일반
韓경제 반등하나…“내년 1.8%·내후년 2% 성장” 전망	20250831	저성장 지속 및 성장률 전망 변화	38	경제 일반
의료AI 기업 루닛 설립자, 미국행…AI 최강국서 경영 지휘	20250831	바이오헬스 혁신 및 글로벌 시장 확장	42	경제 일반
과징금 부과 알리익스프레스 “모든 위반 개선 완료, 현지 규정 준수할 것”	20250831	바이오헬스 혁신 및 글로벌 시장 확장	42	경제 일반
국내외 41개 기관 “한국경제 내년 1.8%, 내후년 2% 성장”	20250831	저성장 지속 및 성장률 전망 변화	38	경제 일반
"""노란봉투법 강행 처리는 노사가 사회적 대화 회피한 결과물"""	20250831	노란봉투법 논란 및 산업 생태계 영향	2	경제 일반
‘HD현대 합병 저지’ 나선 노조…노봉법 앞두고 강경 투쟁 시작됐다	20250831	노란봉투법 논란 및 산업 생태계 영향	2	경제 일반
올해 0%서 반등하나...“내년 1%후반, 내후년 2% 성장” 전망 확산	20250831	저성장 지속 및 성장률 전망 변화	38	경제 일반
"韓경제 바닥 찍었나…국내외 기관 ""내년 1.8%·내후년 2% 성장"""	20250831	저성장 지속 및 성장률 전망 변화	38	경제 일반
삼성전자, 고객 응대도 AI로 고도화…이르면 연내 정식 서비스	20250831	AI 기반 가전 혁신 및 글로벌 시장 경쟁 (홍보 클러스터)	13	경제 일반
'14억 인구' 인도 TV 시장 장악한 韓…삼성, 9년 연속 1위 순항	20250831	AI 기반 가전 혁신 및 글로벌 시장 경쟁 (홍보 클러스터)	13	경제 일반
청소할 때만 보이는 로청·최첨단 TV…삼성·LG, 유럽서 AI 가전 한판승부	20250831	AI 기반 가전 혁신 및 글로벌 시장 경쟁 (홍보 클러스터)	13	경제 일반
"이억원 ""가상자산, 내재적 가치 없어""…기존 정부 입장 재확인"	20250831	스테이블코인 규제 및 제도화 논의	4	경제 일반
전남도, 소·염소 77만여마리 구제역 백신 일제 접종	20250831	자연재해 및 농업 피해 복구 지원	47	경제 일반
“좋은 제품 싸게, 소상공인에겐 힘”…‘동행 축제’ 제주서 개막	20250831	유통 및 소상공인 지원 홍보 (홍보 클러스터)	50	경제 일반
"[이제는 K관광] ③ 유통가 외국인맞이 분주…""특화상품·서비스 강화"""	20250831	유통 및 소상공인 지원 홍보 (홍보 클러스터)	50	경제 일반
李 공약 이행에…4년 새 100조 불어나는 의무지출	20250831	확장재정과 국가채무 증가	35	경제 일반
구조조정 강조하면서… 표심 맞물린 교육교부금은 손도 못 댔다	20250831	확장재정과 국가채무 증가	35	경제 일반
윤석열 정부 ‘감세 그림자’···내년 조세부담률 제자리걸음	20250831	확장재정과 국가채무 증가	35	경제 일반
내년 예산 55조 늘렸지만 기재부도 “경기 대응엔 미흡”	20250831	확장재정과 국가채무 증가	35	경제 일반
역대 최대 27조 지출 구조조정…윤석열표 ODA 예산 대폭 삭감	20250831	확장재정과 국가채무 증가	35	경제 일반
윤석열표 ODA 예산 ‘칼질’, 주거 예산도 대거 삭감···역대 최대 지출 구조조정	20250831	확장재정과 국가채무 증가	35	경제 일반
내년 국방예산 66조…트럼프 압박에 5조원 이상 대폭 늘려	20250831	확장재정과 국가채무 증가	35	경제 일반
미래세대 세금으로 갚아야 하는 '적자성 채무', 내년에 1000조원 넘는다	20250831	확장재정과 국가채무 증가	35	경제 일반
노무현부터 이재명까지…대선후보 ‘과외 교사’가 본 나라살림	20250831	확장재정과 국가채무 증가	35	경제 일반
"롯데百, 롯데월드몰 하고하우스 새단장…""국내 최대 규모"""	20250831	유통 및 소상공인 지원 홍보 (홍보 클러스터)	50	경제 일반
원주시농업기술센터, 2025년 하반기 구제역 백신 일제 접종	20250831	자연재해 및 농업 피해 복구 지원	47	경제 일반
롯데백화점, 100평 규모 국내 최대 편집샵 '하고하우스' 재개장	20250831	유통 및 소상공인 지원 홍보 (홍보 클러스터)	50	경제 일반
면세점 대신 골목…외국인 쇼핑지도 바꾸는 K뷰티	20250831	유통 및 소상공인 지원 홍보 (홍보 클러스터)	50	경제 일반
전국 소상공인 제주서 한마음 걷기 행사…1천200여명 참석	20250831	유통 및 소상공인 지원 홍보 (홍보 클러스터)	50	경제 일반
[테크스냅] 강남에 뜬 갤럭시 Z7 체험존, 장 줄리앙 작품과 만난다	20250831	유통 및 소상공인 지원 홍보 (홍보 클러스터)	50	경제 일반
롯데백화점, 월드몰 K-패션 하고하우스 최대 규모로 재단장	20250831	유통 및 소상공인 지원 홍보 (홍보 클러스터)	50	경제 일반
"신세계百 ""가전·가구 매출 쑥""…라이프스타일 위크행사"	20250831	유통 및 소상공인 지원 홍보 (홍보 클러스터)	50	경제 일반
늘어나는 서울 가구 수 못 따라가는 공급… “서울·수도권 위주 주택 공급 필요”	20250831	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
이상기후에 감자 가격도 '급등'…밥상 물가 '비상'	20250831	기후플레이션	46	경제 일반
대구·경북 제조업 체감경기 석 달 만에 반등	20250831	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
[서미숙의 집수다] 연소득 1위 나인원한남 22억원…주담대 평균은 12억 넘어	20250831	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
경북 도시가스 보급률 71.6%…확대 지원	20250831	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
대구 부동산, 공급 절벽에 반등 기회 얻나	20250831	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
"""서울 아파트 담보대출 평균 3억 원""‥6·27 규제 효과 떨어질까?"	20250831	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
“대출 막히니 답 없네”…6·27 대책 후 서울 갭투자 의심거래 87% ‘뚝’	20250831	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
수학만 잘하는 줄…“10년전 산 ‘이 건물’ 60억 뛰어” 대박 났다	20250831	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
이달 가계대출 4조원대 증가	20250831	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
고소득자 거주 아파트 상위 5곳은 모두 非강남권	20250831	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
7월 울산 광공업 생산 7.6%↑…소매 판매 7.3%↓	20250831	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
"""서울 아파트 주담대 평균 3억…강남구 4억8천, 금천구의 2.7배"""	20250831	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
울산 7월 ‘악성 미분양’ 증가율 전국 2위	20250831	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
상위 20% 고가 아파트 한 채 ,하위 20% 아파트 12채 있어야 산다	20250831	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
아파트 계약 해지 갑자기 100→1000건…“가격 부추긴다?”	20250831	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
새 정부 예산 키워드는 ‘저소득층 지원’…4인가구 생계급여 1년에 153만원 더	20250830	복지 및 생활비 지원 정책 확대	34	경제 일반
대중교통 정액패스·청년미래적금 도입… 지역화폐 24조 발행	20250830	복지 및 생활비 지원 정책 확대	34	경제 일반
익산시, 4년 만에 시내버스 요금 '50∼100원' 인상	20250830	지역개발 및 인프라 투자 확대	45	경제 일반
만 8세도 아동수당 10만원… 납입금 12% 지원 ‘청년적금’ 신설	20250830	복지 및 생활비 지원 정책 확대	34	경제 일반
아동수당 8세까지 확대… 인구감소 6개 지역 ‘농어촌 기본소득’	20250830	복지 및 생활비 지원 정책 확대	34	경제 일반
나랏빚 1400조인데 세금으로 직장인 ‘밥값 지원’…포퓰리즘 논란 심화	20250830	복지 및 생활비 지원 정책 확대	34	경제 일반
경원선, 내년 7월 운행 재개…과제는?	20250830	지역개발 및 인프라 투자 확대	45	경제 일반
방 아무리 커도 ‘2명 기준가’… 펜션 추가요금 상술에 ‘분통’	20250830	기업 회생 및 소비자 보호 문제	0	경제 일반
해외 석학 12억 지급…‘AI 3강’ 목표 10조 푼다	20250830	AI 대전환 및 초혁신 경제 전략	43	경제 일반
"美항소법원 ""대통령에 권한 없다""…트럼프 상호관세 대법원으로(종합)"	20250830	트럼프 관세 정책 및 국제 무역 갈등	23	경제 일반
‘소비쿠폰 효과’ 소매판매 29개월 만에 최대폭 증가… 반도체·자동차 생산은 감소	20250830	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
7월 다시 증가로 돌아선 ‘악성 미분양’…  전월 대비 1.3% 늘어	20250830	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
네이버페이 부동산, 빌라 시세·실거래가 서비스 개시	20250830	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
임태희 경기교육감, 튀니지·프랑스서 국제교류협력 확장	20250830	청년 창업 및 일자리 지원 (홍보 클러스터)	49	경제 일반
‘경남 일자리 박람회’ 다음 달 16일 창원서 열려	20250830	청년 창업 및 일자리 지원 (홍보 클러스터)	49	경제 일반
‘17억 3건’ 취소 후 18억…정부 “이상 거래 조사”	20250830	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
잠실 르엘 특별공급 청약 3만 6000명 몰려…평균 경쟁률 346대 1	20250830	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
실거주 않는 외국인, 수도권 주택 못 산다 [임현우의 경제VOCA]	20250830	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
뉴욕증시, 알리바바 AI 칩 개발 소식에 동반 하락‥나스닥 1.15%↓	20250830	기준금리 동결 및 금리 인하 기대감	39	경제 일반
美 항소법원 “관세조치 대부분 불법”…트럼프, 대법원 상고 시사	20250830	트럼프 관세 정책 및 국제 무역 갈등	23	경제 일반
LH에 메스 들이대는 정부…구조 개혁 방향은	20250830	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
강원, 이달 기업 업황 하락…다음 달 전망도 하락	20250830	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
향후 2년간 전국 공동주택 입주 43만가구… 서울 2027년 상반기 입주 1만가구로 ‘뚝’	20250830	부동산 시장 불안정성 및 대출 규제 영향	5	경제 일반
2026년 李 정부 첫 예산안, 국민 체감 사업 다수 반영	20250830	복지 및 생활비 지원 정책 확대	34	경제 일반
"브라질, 對美 보복관세 분석 착수…룰라 ""당장 부과 아냐"""	20250830	트럼프 관세 정책 및 국제 무역 갈등	23	경제 일반
"美 항소법원도 ""트럼프 관세 위법""…대법원서 최종 결론"	20250830	트럼프 관세 정책 및 국제 무역 갈등	23	경제 일반
"美항소법원 ""관세 대부분 불법""…트럼프 ""여전히 유효"" 상고방침"	20250830	트럼프 관세 정책 및 국제 무역 갈등	23	경제 일반
경남 과수농가 산불·수해·폭염 '삼중고'…추석 과일값 '비상'	20250830	기후플레이션	46	경제 일반
